"ConstituentID","FirstName","LastName","NameType","NameTitle","Suffix"
"1114","Pierre-Jean","David","Variant Name","",""
"1115","Lewis","Daniel","Variant Name","",""
"1115","L. C.","Daniel","Variant Name","",""
"1117","Joseph Stanley","Dankowski","Birth or Maiden Name","",""
"1118","Avery Coffey","Danziger","Birth or Maiden Name","",""
"1121","Allan M.","D'Arcangelo","Variant Name","",""
"1122","Henry J.","Darger","Variant Name","",""
"1122","Henry","Dargarius","Variant Name","",""
"1124","Felix O. C.","Darley","Variant Name","",""
"1124","F. O. C.","Darley","Variant Name","",""
"1124","Felix Octavius Carr","Darly","Variant Name","",""
"1125","Edward F.","D'Arms, Jr.","Variant Name","",""
"1126","Paul Wert","Darrow","Variant Name","",""
"1126","Paul W.","Darrow","Variant Name","",""
"1127","Andrew Michael","Dasburg","Variant Name","",""
"1133","James Henry","Daugherty","Variant Name","",""
"1133","James H.","Daugherty","Variant Name","",""
"1136","Carson S.","Davenport","Variant Name","",""
"1136","Carson Sutherlin","Davenport","Birth or Maiden Name","",""
"1141","Arthur Bowen","Davies","Variant Name","",""
"1141","David A.","Owen","Pseudonym","",""
"1141","Arthur","Davies","Variant Name","",""
"1141","A. B.","Davies","Variant Name","",""
"1141","David","Owen","Pseudonym","",""
"1143","Albert Miles","Davis","Birth or Maiden Name","",""
"1144","Charles Harold","Davis","Birth or Maiden Name","",""
"1146","Fay","Davis","Variant Name","",""
"1147","Gene Bernard","Davis","Variant Name","",""
"1149","James Granberry","Davis","Birth or Maiden Name","",""
"1149","James","Davis","Variant Name","",""
"1150","Lew E.","Davis","Variant Name","",""
"1153","William R.","Dawson","Variant Name","",""
"1154","Horace","Day","Variant Name","",""
"1156","Martha Buttrick","Willson","Variant Name","",""
"1157","Esther Worden","Day","Variant Name","",""
"1158","Hilliard R.","Dean","Variant Name","",""
"1158","Hilliard Reynolds","Dean","Birth or Maiden Name","",""
"1160","Harold Mallett","Dean","Variant Name","",""
"1160","Mallett","Dean","Variant Name","",""
"1161","Henry G.","Dearth","Variant Name","",""
"1164","Jean","De Botton","Variant Name","",""
"1164","Jean Isy de","Botton","Variant Name","",""
"1164","Jean Philippe","De Botton","Variant Name","",""
"1165","Joseph Rodefer","De Camp","Birth or Maiden Name","",""
"1165","Joseph R.","De Camp","Variant Name","",""
"1166","Edmond Carl","De Celle","Variant Name","",""
"1166","Edmond Carl","de Celle","Variant Name","",""
"1166","Edmond C.","De Celle","Variant Name","",""
"1169","Jose de","Creeft","Preferred w/o accents","",""
"1171","Roy Dean","De Forest","Birth or Maiden Name","",""
"1171","Roy","DeForest","Variant Name","",""
"1173","Anthony","DeFrancisci","Variant Name","",""
"1178","Adolf Arthur","Dehn","Variant Name","",""
"1180","Willem","De Kooning","Variant Name","",""
"1181","Henry Gilbert","De Kruif","Variant Name","",""
"1184","Eleanor de Laittre","Brown","Married Name","",""
"1184","Eleanor de Laittre","Lienau","Married Name","",""
"1195","Donald Harcourt","De Lue","Birth or Maiden Name","",""
"1195","Donald","DeLue","Variant Name","",""
"1197","Joe","Demarais","Variant Name","",""
"1198","Jean Antoine","de Marco","Birth or Maiden Name","",""
"1201","John S.","De Martelly","Variant Name","",""
"1207","Zella","Milhau","Variant Name","",""
"1208","E. W.","Deming","Variant Name","",""
"1208","Edwin W.","Deming","Variant Name","",""
"1210","Inez Michon","Demonet","Variant Name","",""
"1210","Inez M.","Demonet","Variant Name","",""
"1210","Inez","Michon","Birth or Maiden Name","",""
"1211","Charles Henry","Demuth","Birth or Maiden Name","",""
"1212","Frank","Danby","Variant Name","",""
"1212","F.","Danby","Variant Name","",""
"1214","Agnes C.","Denes","Variant Name","",""
"1215","Robert","De Niro, Sr.","Variant Name","",""
"1220","Margaret Strong","De Patta","Variant Name","",""
"1221","Victor","De Pauw","Variant Name","",""
"1223","Irwin D.","Dermer","Variant Name","",""
"1225","William Rowell","Derrick","Birth or Maiden Name","",""
"1226","Gleb W.","Derujinsky","Variant Name","",""
"1227","Alfred","de Sauty","Variant Name","",""
"1236","Frederick Knecht","Detwiller","Birth or Maiden Name","",""
"1236","F. K.","Detwiller","Variant Name","",""
"1238","Hilda V.","Deutsch","Variant Name","",""
"1241","Richard","De Vore","Variant Name","",""
"1241","Richard E.","DeVore","Variant Name","",""
"1241","Richard E.","De Vore","Variant Name","",""
"1244","Charles M.","Dewey","Variant Name","",""
"1244","Charles","Dewey","Variant Name","",""
"1246","T. W.","Dewing","Married Name","Mrs.",""
"1246","Maria Richards","Oakey","Birth or Maiden Name","",""
"1246","Maria Richards Oakey","Dewing","Married Name","",""
"1246","Thomas Wilmer","Dewing","Married Name","Mrs.",""
"1246","Maria","Oakey","Variant Name","",""
"1247","Thomas W.","Dewing","Variant Name","",""
"1247","T. W.","Dewing","Variant Name","",""
"1247","Thomas","Dewing","Variant Name","",""
"1249","","Uncle Jack","Variant Name","",""
"1249","Uncle Jack","Dey","Variant Name","",""
"1249","John William","Dey","Variant Name","",""
"1253","Tony","Di Bona","Variant Name","",""
"1254","Archibald L.","Dick","Variant Name","",""
"1254","A. L.","Dick","Variant Name","",""
"1255","William J.","Dickerson","Variant Name","",""
"1257","Daniel","Dickerson","Variant Name","",""
"1258","Edwin W.","Dickinson","Variant Name","",""
"1258","E. W.","Dickinson","Variant Name","",""
"1259","Eleanor Creekmore","Dickinson","Variant Name","",""
"1260","William Preston","Dickinson","Birth or Maiden Name","",""
"1261","Ross Edward","Dickinson","Birth or Maiden Name","",""
"1262","Sidney Edward","Dickinson","Birth or Maiden Name","",""
"1262","Sidney","Dickinson","Variant Name","",""
"1265","Richard Clifford","Diebenkorn, Jr.","Birth or Maiden Name","",""
"1266","Wilhelm Hunt","Diederich","Variant Name","",""
"1266","William Hunt","Diederich","Variant Name","",""
"1266","W. Hunt","Diederich","Variant Name","",""
"1267","Sari","Chylinska von Daivitz","Variant Name","",""
"1267","Sari","Chylinska","Variant Name","",""
"1269","Guy Girard","Dill","Birth or Maiden Name","",""
"1270","Valere di","Mari","Variant Name","",""
"1272","N. V.","Dimitrieff","Variant Name","Prince",""
"1273","James","Dine","Birth or Maiden Name","",""
"1276","Simon A.","Dinnerstein","Variant Name","",""
"1279","Marco Polo","di Suvero","Birth or Maiden Name","",""
"1279","Mark Shawn","di Suvero","Variant Name","",""
"1281","John Manford","Divola, Jr.","Birth or Maiden Name","",""
"1286","Lafayette Maynard","Dixon","Birth or Maiden Name","",""
"1286","L. Maynard","Dixon","Variant Name","",""
"1289","Francis H.","Dodd","Variant Name","",""
"1292","F. Farrand","Dodge","Variant Name","",""
"1292","Frances F.","Dodge","Variant Name","",""
"1293","John W.","Dodge","Variant Name","",""
"1294","Mary Lucinda","Leftwich","Variant Name","",""
"1294","Mary Lucinda","de Leftwich","Birth or Maiden Name","",""
"1294","Mary Lucinda de Leftwich","Dodge","Variant Name","",""
"1294","Mary Lucinda","Dodge","Variant Name","",""
"1294","Mary","Dodge","Variant Name","",""
"1296","W. de Leftwich","Dodge","Variant Name","",""
"1298","Sarah Ball","Dodson","Variant Name","",""
"1298","Sarah","Dodson","Variant Name","",""
"1302","Stanley","Dolega","Variant Name","",""
"1305","Jozsef","Domjan","Variant Name","",""
"1305","Joseph Spiri","Domjan","Variant Name","",""
"1305","","Domjan","Variant Name","",""
"1308","Thomas H.","Donnelly","Variant Name","",""
"1310","Gaines Ruger","Donoho","Birth or Maiden Name","",""
"1310","G. Ruger","Donoho","Variant Name","",""
"1312","George-Thomas","Doo","Variant Name","",""
"1314","Harold Lukens","Doolittle","Variant Name","",""
"1323","Morgan D.","Douglas, Jr.","Variant Name","",""
"1324","Arthur G.","Dove","Variant Name","",""
"1324","Arthur Garfield","Dove","Birth or Maiden Name","",""
"1325","Arthur W.","Dow","Variant Name","",""
"1326","Jane Margaret","Dow","Variant Name","",""
"1327","John","Dowell","Variant Name","",""
"1327","John Edward","Dowell, Jr.","Birth or Maiden Name","",""
"1327","John","Dowell, Jr.","Variant Name","",""
"1332","Tom","Downing","Variant Name","",""
"1333","Stephen Olin","Dows","Variant Name","",""
"1335","John Lawrence","Doyle","Birth or Maiden Name","",""
"1335","John L.","Doyle","Variant Name","",""
"1336","Thomas","Doyle","Variant Name","",""
"1336","Thomas J.","Doyle","Variant Name","",""
"1339","Katherine Sophie","Dreier","Variant Name","",""
"1339","Katherine","Dreier","Variant Name","",""
"1342","Jeanet Steckler","Dreskin","Variant Name","",""
"1342","Jeanet","Dreskin","Variant Name","",""
"1343","Jeanet Elizabeth","Dreskin-Haig","Variant Name","",""
"1347","Sydney Maria","Drum","Variant Name","",""
"1347","Sydney M.","Drum","Variant Name","",""
"1352","Frank D.","Duncan, Jr.","Variant Name","",""
"1352","Frank Davenport","Duncan, Jr.","Birth or Maiden Name","",""
"1353","Robert Scott","Duncanson","Birth or Maiden Name","",""
"1353","Robert","Duncanson","Variant Name","",""
"1355","Jay","Dunitz","Variant Name","",""
"1358","Alfred","Dunn","Variant Name","",""
"1358","Alfred Charles","Dunn","Variant Name","",""
"1359","William Herbert","Dunton","Birth or Maiden Name","",""
"1359","William Herbert "Buck"","Dunton","Variant Name","",""
"1359","W. H.","Dunton","Variant Name","",""
"1359","Herbert","Dunton","Variant Name","",""
"1360","F. A.","du Peyron","Variant Name","",""
"1364","Asher Brown","Durand","Birth or Maiden Name","",""
"1364","A. B.","Durand","Variant Name","",""
"1365","George H.","Durrie","Variant Name","",""
"1366","Alan Lydiate","Durst","Variant Name","",""
"1366","Alan","Durst","Variant Name","",""
"1370","Elizabeth Otis Lyman","Boott","Birth or Maiden Name","",""
"1370","Elizabeth","Boott","Variant Name","",""
"1371","Frank","Decker","Birth or Maiden Name","",""
"1376","Hezekiah","Dyer","Variant Name","",""
"1376","Hezekiah Anthony","Dyer","Variant Name","",""
"1376","H. Anthony","Dyer","Variant Name","Col.",""
"1377","M. Wainer","Dykaar","Variant Name","",""
"1377","Moses W.","Dykaar","Variant Name","",""
"1377","Moses","Dykaar","Variant Name","",""
"1377","Moses A. Wainer","Dykaar","Variant Name","",""
"1377","Moses Weiner","Dykaar","Variant Name","",""
"1377","Morris W.","Dykaar","Variant Name","",""
"1378","Friedebald Alfred","Dzubas","Birth or Maiden Name","",""
"1378","Fred","Martin","Pseudonym","",""
"1378","Frank","Durban","Pseudonym","",""
"1380","Thomas Cowperthwaite","Eakins","Variant Name","",""
"1380","Thomas Cowperthwait","Eakins","Variant Name","",""
"1381","Jack Eugene","Earl","Birth or Maiden Name","",""
"1382","James","Earle","Variant Name","",""
"1383","Ralph","Earle","Variant Name","",""
"1384","R. E. W.","Earl","Variant Name","",""
"1384","Ralph","Earle","Variant Name","",""
"1384","Ralph E. W.","Earl","Variant Name","",""
"1384","Ralph Eleaser Whitesides","Earle","Variant Name","",""
"1384","Ralph Eleaser","Earl","Variant Name","",""
"1384","Ralph Eleazer Whiteside","Earl","Variant Name","",""
"1386","Emily","Baker","Variant Name","",""
"1391","Robert William","Ebendorf","Birth or Maiden Name","",""
"1391","Robert W.","Ebendorf","Variant Name","",""
"1391","Bob","Ebendorf","Variant Name","",""
"1392","Charles","Ebert","Variant Name","",""
"1392","Charles Henry","Ebert","Birth or Maiden Name","",""
"1393","David N.","Ebner","Variant Name","",""
"1397","Robert Rodgers","Ecker","Variant Name","",""
"1397","Robert R.","Ecker","Variant Name","",""
"1400","Frank Cornwall","Eckmair","Birth or Maiden Name","",""
"1400","Frank","Eckmair","Variant Name","",""
"1404","Mary Beth","Johnson","Birth or Maiden Name","",""
"1406","Stuart Carson","Edie","Birth or Maiden Name","",""
"1407","Francis Henry William","Edmonds","Birth or Maiden Name","",""
"1407","Francis W.","Edmonds","Variant Name","",""
"1407","E. F.","Williams","Pseudonym","",""
"1407","Francis William","Edmunds","Variant Name","",""
"1408","Will","Edmondson","Variant Name","",""
"1409","Allan Logan","Edmunds","Variant Name","",""
"1409","Allan","Edmunds","Variant Name","",""
"1410","Augustin Amant Constant Fidele","Edouart","Variant Name","",""
"1410","Augustin Amanat Constance Fidele","Edouart","Variant Name","",""
"1410","Augustin","Edouart","Variant Name","",""
"1413","Samuel Arlent","Edwards","Birth or Maiden Name","",""
"1413","Samuel Arent","Edwards","Variant Name","",""
"1413","Sam Arlent","Edwards","Variant Name","",""
"1413","Arlent","Edwards","Variant Name","",""
"1413","S.","Arlent-Edwards","Variant Name","",""
"1414","Stan","Edwards","Variant Name","",""
"1414","Stanley Dean","Edwards","Birth or Maiden Name","",""
"1417","Thomas Donald","Edwards","Birth or Maiden Name","",""
"1417","Thomas","Edwards","Variant Name","",""
"1417","Thomas D.","Edwards","Variant Name","",""
"1419","Bjorn P.","Egeli","Variant Name","",""
"1420","Bill","Eggleston","Variant Name","",""
"1421","John Whetton","Ehninger","Variant Name","",""
"1421","J. W.","Ehninger","Variant Name","",""
"1421","John","Ehninger","Variant Name","",""
"1421","John W.","Ehninger","Variant Name","",""
"1426","Louis","Eilshemius","Variant Name","",""
"1426","Louis Michel","Eilshemius","Birth or Maiden Name","",""
"1426","Louis","Elshemus","Variant Name","",""
"1426","Louis M.","Elshemus","Variant Name","",""
"1426","Louis Michel","Elshemus","Variant Name","",""
"1426","L. M.","Eilshemius","Variant Name","",""
"1427","Wendy Fay","Eisenberg","Variant Name","",""
"1427","Wendy Fay","Dixon","Birth or Maiden Name","",""
"1427","Wendy","Dixon","Birth or Maiden Name","",""
"1428","Ben","Eisenstat","Variant Name","",""
"1429","Herschel Anderson","Elarth","Birth or Maiden Name","",""
"1430","John","Elder","Variant Name","",""
"1430","John A.","Elder","Variant Name","",""
"1430","J. A.","Elder","Variant Name","",""
"1433","Daniel Giraud","Elliot","Birth or Maiden Name","",""
"1433","Daniel","Elliot","Variant Name","",""
"1434","Henry Wood","Elliot","Variant Name","",""
"1434","Henry W.","Elliott","Variant Name","",""
"1434","H. W.","Elliott","Variant Name","",""
"1437","Henry","Elouis","Variant Name","",""
"1437","Henry","Elouiz","Variant Name","",""
"1437","Jean Henri","Elouis","Variant Name","",""
"1437","Henri","Elouis","Variant Name","",""
"1438","Jacob Alexander","Elshin","Variant Name","",""
"1438","Jacob Alexandrovitch","Elshin","Variant Name","",""
"1439","Edmund G.","Elsner","Variant Name","",""
"1440","Frank Edwin","Elwell","Variant Name","",""
"1440","F. Edwin","Elwell","Variant Name","",""
"1443","","G. & W. Endicott","Variant Name","",""
"1447","George","Englhart","Birth or Maiden Name","",""
"1448","J. C. D.","Engleheart","Variant Name","",""
"1449","James Lyle","Enyeart","Birth or Maiden Name","",""
"1452","Marion Austin","Epting","Variant Name","",""
"1452","Marion","Epting","Variant Name","",""
"1456","Edward Frederick","Ertz","Variant Name","",""
"1457","Wharton Harris","Esherick","Birth or Maiden Name","",""
"1466","Minnie Eva","Jones","Birth or Maiden Name","",""
"1466","Minnie","Jones","Birth or Maiden Name","",""
"1467","Richard","Evans","Variant Name","",""
"1468","Rudolph","Evans","Variant Name","",""
"1469","Terry Hoyt","Evans","Variant Name","",""
"1472","Walker G.","Everett","Variant Name","",""
"1473","Philip Howard Francis","Evergood","Variant Name","",""
"1473","Philip Howard Francis Dixon","Evergood","Variant Name","",""
"1473","Philip Howard Francis Dixon","Blashki","Birth or Maiden Name","",""
"1474","Fred","Eversley","Variant Name","",""
"1474","Frederick John","Eversley","Birth or Maiden Name","",""
"1474","Frederick J.","Eversley","Variant Name","",""
"1476","Kenneth Warnock","Evett","Birth or Maiden Name","",""
"1476","Kenneth W.","Evett","Variant Name","",""
"1477","Elizabeth","Eyre","Birth or Maiden Name","",""
"1477","","Eyre de Lanux","Variant Name","",""
"1477","Elizabeth","de Lanux","Variant Name","",""
"1477","Elizabeth","Eyre de Lanux","Variant Name","",""
"1477","Eyre","De Lanux","Variant Name","",""
"1479","Eugene J.","Faber","Variant Name","",""
"1479","Eugene","Faber","Variant Name","",""
"1480","Alois","Fabry","Variant Name","",""
"1481","Charles J.","Fager","Variant Name","",""
"1485","C. Lindley","McCarthy","Variant Name","Mrs.",""
"1485","Clare von","Falkenstein","Variant Name","",""
"1485","Claire","Lindley","Birth or Maiden Name","",""
"1486","C. B.","Falls","Variant Name","",""
"1489","Josephus","Farmer","Variant Name","Rev.",""
"1490","Henry","Farny","Variant Name","",""
"1493","Fred White","Farr","Variant Name","",""
"1493","Fred W.","Farr","Variant Name","",""
"1496","Remo Michael","Farruggio","Birth or Maiden Name","",""
"1496","Remo","Farrugio","Variant Name","",""
"1496","Remo M.","Farruggio","Variant Name","",""
"1497","Clara","de Marco","Variant Name","",""
"1499","Herbert Waldron","Faulkner","Birth or Maiden Name","",""
"1499","H. W.","Faulkner","Variant Name","",""
"1500","Kady","Faulkner","Variant Name","",""
"1501","William Dean","Fausett","Birth or Maiden Name","",""
"1505","Harold Knickerbocker","Faye","Birth or Maiden Name","",""
"1506","Nicolai Ivanovich","Fechin","Birth or Maiden Name","",""
"1507","Paul Terence","Feeley","Birth or Maiden Name","",""
"1508","Lyonel Charles Adrian","Feininger","Variant Name","",""
"1508","Charles Leonell","Feininger","Variant Name","",""
"1509","I. Lorser","Feitelson","Variant Name","",""
"1512","Albina Kosiec","Felski","Variant Name","",""
"1512","Albina","Kosiec","Birth or Maiden Name","",""
"1513","Alan Evan","Feltus","Birth or Maiden Name","",""
"1519","Herbert Ferber","Silvers","Birth or Maiden Name","",""
"1521","Rudy M.","Fernandez, Jr.","Birth or Maiden Name","",""
"1522","Hortense T.","Ferne","Variant Name","",""
"1523","Jacqueline","Hirschhorn","Birth or Maiden Name","",""
"1527","Edythe","Fisher","Birth or Maiden Name","",""
"1527","Raymond H.","Ferris","Married Name","Mrs.",""
"1528","J. L. G.","Ferris","Birth or Maiden Name","",""
"1528","Jean Leon G.","Ferris","Variant Name","",""
"1528","G.","Ferris","Variant Name","",""
"1530","S. J.","Ferris","Variant Name","",""
"1530","Stephen J.","Ferris","Variant Name","",""
"1531","Louise Lucie","Fery","Variant Name","",""
"1536","Charlie","Fields","Variant Name","",""
"1536","Creek Charlie","Fields","Variant Name","",""
"1539","Edward Francis","Finden","Birth or Maiden Name","",""
"1542","Laurence B.","Fink","Variant Name","",""
"1543","Howard","Finster","Variant Name","Rev.",""
"1547","Robert","Fischer","Variant Name","",""
"1549","Alfred Hugh","Fisher","Birth or Maiden Name","",""
"1551","Elaine Marie","Fisher","Variant Name","",""
"1551","Elaine Baunhuber","Fisher","Variant Name","",""
"1551","Elaine","Baunhuber","Birth or Maiden Name","",""
"1553","Orr Cleveland","Fisher","Birth or Maiden Name","",""
"1556","Judith Anne","Fiskin","Birth or Maiden Name","",""
"1557","Barbara G.","Fitch","Variant Name","",""
"1557","Barbara Graham","Fitch","Variant Name","",""
"1559","Steven Ralph","Fitch","Birth or Maiden Name","",""
"1560","Eugene","Fitsch","Variant Name","",""
"1560","Eugene Camille","Fitsch","Birth or Maiden Name","",""
"1565","James Herbert","Fitzgerald","Birth or Maiden Name","",""
"1565","James H.","Fitzgerald","Variant Name","",""
"1569","John Patrick","Fitzpatrick","Birth or Maiden Name","",""
"1569","John P.","Fitzpatrick","Variant Name","",""
"1570","Audrey L.","Flack","Variant Name","",""
"1571","J. Montgomery","Flagg","Variant Name","",""
"1572","Jared Bradley","Flagg","Birth or Maiden Name","",""
"1572","Jared","Flagg","Variant Name","",""
"1575","Albert Edward","Flanagan","Variant Name","",""
"1575","Albert","Flanagan","Variant Name","",""
"1576","John F.","Flanagan","Variant Name","",""
"1577","John Bernard","Flannagan","Birth or Maiden Name","",""
"1577","John","Flannagan","Variant Name","",""
"1577","F. B.","Flannagan","Variant Name","",""
"1581","","Captain Flax","Variant Name","",""
"1581","Captain Walter","Flax","Variant Name","",""
"1582","Richard Hugh","Fleischner","Birth or Maiden Name","",""
"1585","Le Roy W.","Flint","Variant Name","",""
"1589","James Royer","Flora","Birth or Maiden Name","",""
"1590","Lillian H.","Florsheim","Variant Name","",""
"1590","Lillian","Hyman","Birth or Maiden Name","",""
"1591","Richard","Florsheim","Variant Name","",""
"1591","Richard Aberle","Florsheim","Birth or Maiden Name","",""
"1593","John F.","Flynn","Variant Name","",""
"1595","Margaret F.","Foley","Variant Name","",""
"1596","John Fulton","Folinsbee","Birth or Maiden Name","",""
"1596","John F.","Folinsbee","Variant Name","",""
"1598","Lloyd Chester","Foltz","Variant Name","",""
"1598","Lloyd","Foltz","Variant Name","",""
"1600","Wing","Fong","Variant Name","",""
"1604","Don","Forbes","Variant Name","",""
"1605","Edwin C.","Forbes","Variant Name","",""
"1606","James","Forbes, Jr.","Variant Name","",""
"1608","Horatio Connell","Forgione","Birth or Maiden Name","",""
"1608","Horatio C.","Forgione","Variant Name","",""
"1613","Karl Eugene","Fortess","Birth or Maiden Name","",""
"1613","Karl E.","Fortess","Variant Name","",""
"1616","James William","Fosdick","Birth or Maiden Name","",""
"1617","Peter","Foss","Variant Name","",""
"1619","Sydney G.","Fossum","Variant Name","",""
"1619","Sydney","Fossum","Variant Name","",""
"1619","Sydney Glen","Fossum","Variant Name","",""
"1620","Benjamin","Foster","Variant Name","",""
"1621","Gerald","Foster","Variant Name","",""
"1624","","Fujita","Variant Name","",""
"1624","Tsugouharu","Foujita","Variant Name","",""
"1624","Leonard","Foujita","Conferred Name","",""
"1627","Frank D.","Fousek","Variant Name","",""
"1627","Frank Daniel","Fousek","Variant Name","",""
"1628","Gustaf","Dalstrom","Married Name","Mrs.",""
"1628","Francis M.","Foy","Variant Name","",""
"1631","J. F.","Francis","Variant Name","",""
"1632","Samuel Lewis","Francis","Variant Name","",""
"1633","Frederick S.","Franck","Variant Name","",""
"1633","Frederick S.","Franck","Variant Name","Dr.",""
"1633","Frederick Sigfred","Franck","Birth or Maiden Name","",""
"1634","C. L.","Frank","Variant Name","",""
"1635","Jane Babette Schenthal","Frank","Variant Name","",""
"1635","Jane Babette","Schenthal","Birth or Maiden Name","",""
"1635","Jane Schenthal","Frank","Variant Name","",""
"1638","Godfrey B.","Frankel","Variant Name","",""
"1640","John P.","Frankenstein","Variant Name","",""
"1640","John Peter","Frankenstein","Variant Name","",""
"1640","J. P.","Frankenstein","Variant Name","",""
"1640","John Peter","Drach","Birth or Maiden Name","",""
"1645","Antonio M.","Frasconi","Variant Name","",""
"1647","James E.","Fraser","Variant Name","",""
"1648","James E.","Fraser","Married Name","Mrs.",""
"1648","Laura G.","Fraser","Variant Name","",""
"1648","Laura","Fraser","Variant Name","",""
"1648","Laura","Gardin","Birth or Maiden Name","",""
"1649","Benjamin Hobson","Frayser","Variant Name","Dr.",""
"1649","Benjamin H.","Frayser","Variant Name","Dr.",""
"1649","B. H.","Frayser","Variant Name","Dr.",""
"1650","John Robinson","Frazier","Birth or Maiden Name","",""
"1651","Sondra","Beal","Married Name","",""
"1655","Ernest Bradfield","Freed","Birth or Maiden Name","",""
"1659","Donald","Freeman","Birth or Maiden Name","",""
"1661","James E.","Freeman","Variant Name","",""
"1665","Estelle Condit Frelinghuysen","Morris","Married Name","",""
"1665","Estelle Condit","Frelinghuysen","Birth or Maiden Name","",""
"1665","Suzy","Morris","Married Name","",""
"1665","Susie","Frelinghuysen","Variant Name","",""
"1666","Daniel C.","French","Variant Name","",""
"1666","D. C.","French","Variant Name","",""
"1667","E. D.","French","Variant Name","",""
"1669","Jared Blandford","French","Birth or Maiden Name","",""
"1671","Stephen Warren","French","Birth or Maiden Name","",""
"1671","Stephen W.","French","Variant Name","",""
"1673","H. Louis","Freund","Variant Name","",""
"1675","Tage P.","Frid","Variant Name","",""
"1679","Lee Norman","Friedlander","Variant Name","",""
"1684","Robert","Freimark","Variant Name","",""
"1684","Robert Matthew","Freimark","Birth or Maiden Name","",""
"1686","Robert C.","Fritz","Variant Name","",""
"1688","Arthur Burdett","Frost","Birth or Maiden Name","",""
"1688","Arthur B.","Frost","Variant Name","",""
"1689","J. O. J.","Frost","Variant Name","",""
"1690","Sarah Carter","Frothingham","Variant Name","",""
"1690","Sara C.","Frothingham","Variant Name","",""
"1691","Al","Frueh","Variant Name","",""
"1691","Alfred","Frueh","Variant Name","",""
"1692","Aline Fruhauf","Vollmer","Married Name","",""
"1692","Erwin P.","Vollmer","Married Name","Mrs.",""
"1692","Aline F.","Vollmer","Married Name","",""
"1694","Jacob","Frymier","Variant Name","",""
"1694","G.","Frymeier","Variant Name","",""
"1696","Sadamitsu","Fujita","Birth or Maiden Name","",""
"1696","Neil","Fujita","Variant Name","",""
"1699","Henry B.","Fuller","Variant Name","",""
"1700","Lucia F.","Fuller","Variant Name","",""
"1702","Edwin","Fulwider","Variant Name","",""
"1704","Charles","Furlong","Variant Name","",""
"1705","Frederick Frary","Fursman","Birth or Maiden Name","",""
"1705","Frederick","Fursman","Variant Name","",""
"1710","Carl F.","Gaertner","Variant Name","",""
"1710","Carl Frederick","Gaertner","Birth or Maiden Name","",""
"1711","Otto Edward Philip","Gaertner","Birth or Maiden Name","",""
"1712","George Michael","Gaethke","Birth or Maiden Name","",""
"1713","Wanda Hazel","Gag","Birth or Maiden Name","",""
"1714","Oliver Lewis","Gagliani","Birth or Maiden Name","",""
"1714","Oliver L.","Gagliani","Variant Name","",""
"1718","Michael Joseph","Gallagher","Birth or Maiden Name","",""
"1718","Michael","Gallagher","Variant Name","",""
"1718","M. J.","Gallagher","Variant Name","",""
"1720","Albert E.","Gallatin","Variant Name","",""
"1720","A. E.","Gallatin","Variant Name","",""
"1721","Alexander","Galloway","Variant Name","",""
"1721","A.","Galloway","Variant Name","",""
"1725","Tod","Gangler","Variant Name","",""
"1728","William G.","Garbe","Variant Name","",""
"1732","Marshall R.","Garcia","Variant Name","",""
"1734","Adelaide Morris","Gardner","Variant Name","",""
"1737","Walter Henry","Gardner","Birth or Maiden Name","",""
"1739","Martin","Garhart","Variant Name","",""
"1741","E. H.","Garrett","Variant Name","",""
"1741","Edmund Henry","Garrett","Birth or Maiden Name","",""
"1745","Henry Martin","Gasser","Birth or Maiden Name","",""
"1746","Harry Lee","Gatch","Variant Name","",""
"1747","Jeffrey","Gates","Variant Name","",""
"1747","Jeffrey S.","Gates","Variant Name","",""
"1748","Margaret Casey","Gates","Variant Name","",""
"1748","Margaret C.","Gates","Variant Name","",""
"1748","M. C.","Gates","Variant Name","",""
"1749","Robert F.","Gates","Variant Name","",""
"1749","Robert","Gates","Variant Name","",""
"1750","Maud Florance","Gatewood","Variant Name","",""
"1752","Joseph","Gatto","Variant Name","",""
"1752","Joe","Gatto","Variant Name","",""
"1754","I. M.","Gaugengigl","Variant Name","",""
"1754","Ignaz","Gaugengigl","Variant Name","",""
"1754","Ignaz Marcel Michael Martin Joseph","Gaugengigl","Birth or Maiden Name","",""
"1755","Robert David","Gauley","Birth or Maiden Name","",""
"1758","Edward B.","Gay","Variant Name","",""
"1759","Walter J.","Gay","Variant Name","",""
"1760","W. Allan","Gay","Variant Name","",""
"1760","W. A.","Gay","Variant Name","",""
"1760","Winckworth","Gay","Variant Name","",""
"1761","Samuel Wood","Gaylor","Birth or Maiden Name","",""
"1762","Frances Hammell","Gearhart","Variant Name","",""
"1762","Frances Hammel","Gearhart","Variant Name","",""
"1762","Frances","Gearhart","Variant Name","",""
"1764","William Edwin","Gebhardt","Birth or Maiden Name","",""
"1765","William Gale","Gedney","Birth or Maiden Name","",""
"1767","Gerald Kenneth","Geerlings","Birth or Maiden Name","",""
"1767","Gerald","Geerlings","Variant Name","",""
"1768","Sidney","Gelfand","Variant Name","",""
"1774","Lillian Mathilde","Genth","Variant Name","",""
"1774","Lilian M.","Genth","Variant Name","",""
"1776","Raymond Ellis","George","Birth or Maiden Name","",""
"1777","Thomas Reuben","George","Birth or Maiden Name","",""
"1777","Thomas R.","George","Variant Name","",""
"1777","Tom","George","Variant Name","",""
"1778","Paul G.","Georges","Variant Name","",""
