termID,PathTerm,ThesXrefType
2032436,"Authorities\Attributes\Objects\Subject Specific\Portrait male\C., T.\knee length",Subject Specific
2032439,Authorities\Attributes\Objects\Subject Specific\Literature\Goethe\Faust,Subject Specific
2032440,Authorities\Attributes\Objects\Subject Specific\Portrait male\Gregory XV,Subject Specific
2032441,Authorities\Attributes\Objects\Subject Specific\Dress\ecclesiastical,Subject Specific
2032442,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\kite flying,Subject Specific
2032444,Authorities\Attributes\Objects\Subject Specific\Landscape\United States\Martyr Hill,Subject Specific
2032448,Authorities\Attributes\Objects\Subject Specific\Portrait male\Antinous\bust,Subject Specific
2032449,Authorities\Attributes\Objects\Subject Specific\Portrait male\Antinous\child,Subject Specific
2032450,Authorities\Attributes\Objects\Subject Specific\Portrait male\Antinous\nude,Subject Specific
2032451,Authorities\Attributes\Objects\Subject Specific\Ceremony\other\offering,Subject Specific
2032454,Authorities\Attributes\Objects\Subject Specific\Portrait female\unidentified\Dolly,Subject Specific
2032455,Authorities\Attributes\Objects\Subject Specific\Performing arts\dance\kabuki dance,Subject Specific
2032456,Authorities\Attributes\Objects\Subject Specific\Cityscape\Massachusetts\Provincetown,Subject Specific
2032457,Authorities\Attributes\Objects\Subject Specific\Landscape\Italy\Naples,Subject Specific
2032458,Authorities\Attributes\Objects\Subject Specific\Landscape\mountain\Mount Vesuvius,Subject Specific
2032459,Authorities\Attributes\Objects\Nomenclature\Building Furnishings\Household Accessory\PILLOW,Nomenclature
2032460,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\decorative object\pillow,Subject Specific
2032462,Authorities\Attributes\Objects\Support\PLASTIC\ACRYLIC\Plexiglas,Support
2032463,Authorities\Attributes\Objects\Support\PAPERBOARD\RAGBOARD,Support
2032464,Authorities\Attributes\Objects\Subject Specific\Still life\foodstuff\sandwich,Subject Specific
2032465,Authorities\Attributes\Objects\Support\PAPER\LAID PAPER\Eagle A Quality Text,Support
2032466,"Authorities\Attributes\Objects\Support\PAPERBOARD\ILLUSTRATION BOARD\Favor, Ruhl and Company",Support
2032467,Authorities\Attributes\Objects\Subject Specific\Dress\costume\fairy costume,Subject Specific
2032468,Authorities\Attributes\Objects\Subject Specific\Cityscape\street\2nd Street,Subject Specific
2032469,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\written matter\survey,Subject Specific
2032473,Authorities\Attributes\Objects\Support\PAPER\Somerset,Support
2032475,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\written matter\number,Subject Specific
2032476,Authorities\Attributes\Objects\Support\WOOD\Masonite,Support
2032477,Authorities\Attributes\Objects\Medium\PLASTIC\POLYSTYRENE,Medium
2032478,Authorities\Attributes\Objects\Medium\PLASTIC\POLYSTYRENE\Styrofoam,Medium
2032479,Authorities\Attributes\Objects\Subject Specific\Cityscape\France\Mont St. Michel,Subject Specific
2032480,Authorities\Attributes\Objects\Medium\METAL\NICKEL SILVER,Medium
2032481,Authorities\Attributes\Objects\Subject Specific\Allegory\life\humanity,Subject Specific
2032482,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\acrobatics,Subject Specific
2032483,Authorities\Attributes\Objects\Subject Specific\Cityscape\France\Nevers,Subject Specific
2032484,Authorities\Attributes\Objects\Subject Specific\Architecture\other\courtyard,Subject Specific
2032485,Authorities\Attributes\Objects\Subject Specific\Cityscape\Netherlands\Rotterdam,Subject Specific
2032486,Authorities\Attributes\Objects\Subject Specific\Cityscape\France\Nantes,Subject Specific
2032487,Authorities\Attributes\Objects\Subject Specific\Cityscape\France\Dijon,Subject Specific
2032488,Authorities\Attributes\Objects\Subject Specific\Landscape\river\Tiber River,Subject Specific
2032489,Authorities\Attributes\Objects\Subject Specific\Architecture\detail\balcony,Subject Specific
2032490,Authorities\Attributes\Objects\Subject Specific\Cityscape\France\Tours,Subject Specific
2032491,Authorities\Attributes\Objects\Subject Specific\Literature\Shakespeare\Tempest,Subject Specific
2032493,Authorities\Attributes\Objects\Subject Specific\Literature\character\Miranda,Subject Specific
2032494,Authorities\Attributes\Objects\Subject Specific\Cityscape\France\St. Tropez,Subject Specific
2032495,Authorities\Attributes\Objects\Subject Specific\Landscape\plant\moss,Subject Specific
2032496,Authorities\Attributes\Objects\Subject Specific\Landscape\South Carolina\Charleston,Subject Specific
2032497,Authorities\Attributes\Objects\Subject Specific\Monument\tomb\Mahomnet,Subject Specific
2032498,Authorities\Attributes\Objects\Subject Specific\Figure(s) in interior\other\tomb,Subject Specific
2032500,Authorities\Attributes\Objects\Process\COLLOTYPE,Process
2032502,Authorities\Attributes\Objects\Support\PAPER\CARTRIDGE PAPER,Support
2032504,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Heath, Thomas, Sir\bust",Subject Specific
2032506,Authorities\Attributes\Objects\Support\PAPER\WOVE PAPER\Glendale Eagle-A,Support
2032508,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Stracker, Oskar, Dr.\bust",Subject Specific
2032509,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Kelvin, Lord",Subject Specific
2032511,Authorities\Attributes\Objects\Subject Specific\Monument\other\throne,Subject Specific
2032513,Authorities\Attributes\Objects\Subject Specific\Mythology\classical\Leda,Subject Specific
2032514,Authorities\Attributes\Objects\Subject Specific\Ethnic\Arabian,Subject Specific
2032515,Authorities\Attributes\Objects\Subject Specific\Portrait male\Crazy Dog,Subject Specific
2032517,Authorities\Attributes\Objects\Subject Specific\Religion\Old Testament\Jacob,Subject Specific
2032518,Authorities\Attributes\Objects\Subject Specific\Recreation\leisure\fireworks,Subject Specific
2032519,Authorities\Attributes\Objects\Support\PAPERBOARD\Bainbridge,Support
2032521,Authorities\Attributes\Objects\Support\PAPER\Kodak paper,Support
2032523,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Dinelli, Annunziata",Subject Specific
2032524,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Franceschini, Malvina",Subject Specific
2032528,Authorities\Attributes\Objects\Subject Specific\Architecture\other\telephone booth,Subject Specific
2032529,Authorities\Attributes\Objects\Subject Specific\Waterscape\sea\Pacific Ocean,Subject Specific
2032533,Authorities\Attributes\Objects\Subject Specific\Landscape\New England,Subject Specific
2032535,"Authorities\Attributes\Objects\Subject Specific\Portrait male\O'hara, Frank",Subject Specific
2032536,Authorities\Attributes\Objects\Subject Specific\Mythology\classical\Athena,Subject Specific
2032537,Authorities\Attributes\Objects\Subject Specific\Allegory\element\earth,Subject Specific
2032539,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Barrett, Lawrence\bust",Subject Specific
2032540,Authorities\Attributes\Objects\Subject Specific\Literature\Shakespeare\Julius Caesar,Subject Specific
2032541,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Booth, Edwin",Subject Specific
2032543,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Davis, Noah\bust",Subject Specific
2032545,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Evans, William Thomas\bust",Subject Specific
2032546,Authorities\Attributes\Objects\Subject Specific\Occupation\other\connoisseur,Subject Specific
2032548,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Gilbert, John\bust",Subject Specific
2032550,Authorities\Attributes\Objects\Subject Specific\Literature\Sheridan\School for Scandal,Subject Specific
2032551,Authorities\Attributes\Objects\Subject Specific\Animal\fish\lobster,Subject Specific
2032553,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Hartley, Marsden\self-portrait",Subject Specific
2032554,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Hartley, Marsden\bust",Subject Specific
2032555,Authorities\Attributes\Objects\Subject Specific\Landscape\mountain\Popocateptl,Subject Specific
2032556,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Ammann, Emily Dorothy",Subject Specific
2032557,Authorities\Attributes\Objects\Subject Specific\Landscape\New Jersey\Hackensack,Subject Specific
2032558,Authorities\Attributes\Objects\Subject Specific\Landscape\lake\Fisher's Pond,Subject Specific
2032563,Authorities\Attributes\Objects\Medium\STONE\SERPENTINE,Medium
2032564,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\decorative object\chair,Subject Specific
2032565,Authorities\Attributes\Objects\Support\PAPER\WOVE PAPER\Umbro,Support
2032566,Authorities\Attributes\Objects\Subject Specific\Landscape\lake\Lago Maggiore,Subject Specific
2032567,Authorities\Attributes\Objects\Subject Specific\Landscape\Maine\Appledore Island,Subject Specific
2032568,Authorities\Attributes\Objects\Subject Specific\Landscape\island\Appledore Island,Subject Specific
2032569,Authorities\Attributes\Objects\Subject Specific\Landscape\cemetery\Colonial Graveyard,Subject Specific
2032570,Authorities\Attributes\Objects\Subject Specific\Landscape\Massachusetts\Lexington,Subject Specific
2032571,Authorities\Attributes\Objects\Subject Specific\Architecture\domestic\Dexter,Subject Specific
2032572,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Thaxter, Celia",Subject Specific
2032573,Authorities\Attributes\Objects\Subject Specific\Landscape\plant\poppy,Subject Specific
2032574,Authorities\Attributes\Objects\Subject Specific\Landscape\Maine\Appledore,Subject Specific
2032575,Authorities\Attributes\Objects\Subject Specific\Landscape\Maine\Isles of Shoals,Subject Specific
2032578,Authorities\Attributes\Objects\Subject Specific\Landscape\New York\Newburgh,Subject Specific
2032579,Authorities\Attributes\Objects\Subject Specific\Landscape\time\noon,Subject Specific
2032580,Authorities\Attributes\Objects\Subject Specific\Mythology\classical\Pomona,Subject Specific
2032581,Authorities\Attributes\Objects\Subject Specific\Architecture\bridge\Ponte Santa Trinta,Subject Specific
2032582,Authorities\Attributes\Objects\Subject Specific\Landscape\New Jersey\Navesink,Subject Specific
2032583,Authorities\Attributes\Objects\Subject Specific\Landscape\river\Navesink River,Subject Specific
2032584,Authorities\Attributes\Objects\Subject Specific\Landscape\Ohio\Columbus,Subject Specific
2032585,Authorities\Attributes\Objects\Subject Specific\Architecture\education\Ohio State University,Subject Specific
2032586,Authorities\Attributes\Objects\Subject Specific\Architecture\education\university,Subject Specific
2032587,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\football,Subject Specific
2032588,Authorities\Attributes\Objects\Subject Specific\Landscape\New Hampshire\Raymond,Subject Specific
2032589,Authorities\Attributes\Objects\Subject Specific\Mythology\classical\Clytemnestra,Subject Specific
2032590,Authorities\Attributes\Objects\Support\PAPER\WOVE PAPER\Kochi paper,Support
2032592,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Battel, Joseph",Subject Specific
2032594,Authorities\Attributes\Objects\Subject Specific\Landscape\Vermont\Bread Loaf,Subject Specific
2032595,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Brackett, Albert Gallatin",Subject Specific
2032596,Authorities\Attributes\Objects\Subject Specific\Occupation\military\colonel,Subject Specific
2032598,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Collins, Joseph B., Mrs.",Subject Specific
2032599,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Guizot, Francois Pierre Guillaume",Subject Specific
2032603,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Ream, Vinnie",Subject Specific
2032604,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Sherman, William Tecumseh, Mrs.",Subject Specific
2032606,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Heaton, George",Subject Specific
2032607,Authorities\Attributes\Objects\Subject Specific\Recreation\leisure\driving,Subject Specific
2032608,Authorities\Attributes\Objects\Subject Specific\Cityscape\street\Quince Street,Subject Specific
2032609,Authorities\Attributes\Objects\Subject Specific\Architecture\lighthouse\Alki Point Lighthouse,Subject Specific
2032613,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Heliker, John Edward\self-portrait",Subject Specific
2032614,"Authorities\Attributes\Objects\Support\PAPER\'Atelier', T.L. & Co. Paris, Qualite",Support
2032615,Authorities\Attributes\Objects\Subject Specific\Landscape\Chile,Subject Specific
2032616,Authorities\Attributes\Objects\Subject Specific\Landscape\Chile\Limache,Subject Specific
2032619,Authorities\Attributes\Objects\Subject Specific\Ceremony\religion\feast day,Subject Specific
2032620,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Norton, William E.",Subject Specific
2032625,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Rose, Alexander, Mrs.\bust",Subject Specific
2032626,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Wagstaff, Dorothy",Subject Specific
2032629,Authorities\Attributes\Objects\Subject Specific\Animal\unspecified,Subject Specific
2032630,Authorities\Attributes\Objects\Subject Specific\Animal\unspecified\farm,Subject Specific
2032632,Authorities\Attributes\Objects\Subject Specific\Cityscape\California\Los Angeles,Subject Specific
2032635,Authorities\Attributes\Objects\Subject Specific\Cityscape\Nevada\Las Vegas,Subject Specific
2032637,Authorities\Attributes\Objects\Subject Specific\Landscape\beach\Waikiki Beach,Subject Specific
2032638,Authorities\Attributes\Objects\Subject Specific\Landscape\Hawaii\Waikiki,Subject Specific
2032639,Authorities\Attributes\Objects\Subject Specific\Landscape\Maryland\Monrovia,Subject Specific
2032640,Authorities\Attributes\Objects\Subject Specific\Landscape\Florida\Sanford,Subject Specific
2032642,Authorities\Attributes\Objects\Subject Specific\Landscape\Maryland\Rockville,Subject Specific
2032643,Authorities\Attributes\Objects\Subject Specific\Landscape\Maryland\Mount Airy,Subject Specific
2032644,Authorities\Attributes\Objects\Subject Specific\Occupation\religion\monk,Subject Specific
2032645,Authorities\Attributes\Objects\Subject Specific\Recreation\leisure\storytelling,Subject Specific
2032646,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Jule, Aunt",Subject Specific
2032648,Authorities\Attributes\Objects\Process\CONTACT\TONED,Process
2032649,Authorities\Attributes\Objects\Subject Specific\Landscape\Louisiana\Luling,Subject Specific
2032650,Authorities\Attributes\Objects\Support\PAPER\Agfa Portriga Rapid,Support
2032651,Authorities\Attributes\Objects\Subject Specific\Landscape\road\River Road,Subject Specific
2032652,Authorities\Attributes\Objects\Subject Specific\Landscape\Louisiana\Vacherie,Subject Specific
2032653,Authorities\Attributes\Objects\Subject Specific\Landscape\Missouri\Ste. Genevieve,Subject Specific
2032659,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Brown, Richard, Mrs.\bust",Subject Specific
2032662,Authorities\Attributes\Objects\Subject Specific\Landscape\Texas\Galveston,Subject Specific
2032664,Authorities\Attributes\Objects\Subject Specific\Landscape\beach\Stewart's Beach,Subject Specific
2032665,Authorities\Attributes\Objects\Medium\FABRIC\SILK,Medium
2032666,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\BOWL,Nomenclature
2032667,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Davidge, R.M., Mr.",Subject Specific
2032668,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Davidge R.M., Mrs.",Subject Specific
2032670,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Dermott, Luke\child",Subject Specific
2032671,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Dermott, Miss",Subject Specific
2032672,Authorities\Attributes\Objects\Subject Specific\State of being\other\hunger,Subject Specific
2032673,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\Platter,Nomenclature
2032674,Authorities\Attributes\Objects\Subject Specific\State of being\mood\doubt,Subject Specific
2032675,Authorities\Attributes\Objects\Support\PAPER\Stonehenge,Support
2032676,Authorities\Attributes\Objects\Subject Specific\Landscape\United States\Amagansett,Subject Specific
2032677,Authorities\Attributes\Objects\Subject Specific\Dress\ethnic\African dress,Subject Specific
2032678,Authorities\Attributes\Objects\Subject Specific\Architecture\military\Fort Montgomery,Subject Specific
2032679,Authorities\Attributes\Objects\Subject Specific\Allegory\quality\vanity,Subject Specific
2032680,Authorities\Attributes\Objects\Subject Specific\Mythology\classical\Argonaut,Subject Specific
2032682,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Hios, Theo\self-portrait",Subject Specific
2032683,Authorities\Attributes\Objects\Subject Specific\Still life\other\fabric,Subject Specific
2032685,Authorities\Attributes\Objects\Support\PAPERBOARD\W. & R. Balston Ltd. Drawing Board,Support
2032686,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\climbing,Subject Specific
2032687,Authorities\Attributes\Objects\Subject Specific\Architecture\religious\Notre Dame,Subject Specific
2032688,Authorities\Attributes\Objects\Subject Specific\Dress\accessory\protective gear,Subject Specific
2032689,Authorities\Attributes\Objects\Subject Specific\Figure male\child\bust,Subject Specific
2032691,Authorities\Attributes\Objects\Subject Specific\State of being\illness\alcoholism,Subject Specific
2032692,"Authorities\Attributes\Objects\Support\PAPER\Arches, France",Support
2032694,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Boldini, Giovanni\head",Subject Specific
2032696,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Cornell, Katherine\bust",Subject Specific
2032698,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Griaule, Marcel\head",Subject Specific
2032700,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Paderewski, Ignacy\head",Subject Specific
2032702,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Hoffman, Malvina\self-portrait",Subject Specific
2032705,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Schweitzer, Albert",Subject Specific
2032707,Authorities\Attributes\Objects\Subject Specific\Animal\bird\quail,Subject Specific
2032708,Authorities\Attributes\Objects\Subject Specific\Architecture\bridge\Michigan Avenue Bridge,Subject Specific
2032709,Authorities\Attributes\Objects\Subject Specific\Landscape\tree\redwood tree,Subject Specific
2032712,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Holcomb, Alice\self-portrait",Subject Specific
2032713,Authorities\Attributes\Objects\Subject Specific\Landscape\mountain\Cramore Mountain,Subject Specific
2032714,Authorities\Attributes\Objects\Subject Specific\Landscape\New Hampshire\Conway,Subject Specific
2032715,Authorities\Attributes\Objects\Subject Specific\Landscape\mountain\White Mountains,Subject Specific
2032716,Authorities\Attributes\Objects\Subject Specific\Landscape\mountain\Mount Washington,Subject Specific
2032717,Authorities\Attributes\Objects\Support\PAPER\BFK Rives France,Support
2032721,Authorities\Attributes\Objects\Subject Specific\Landscape\river\Rio Mancos,Subject Specific
2032723,Authorities\Attributes\Objects\Subject Specific\Landscape\phenomenon\natural arch,Subject Specific
2032724,Authorities\Attributes\Objects\Subject Specific\Landscape\park\Haines Point,Subject Specific
2032726,Authorities\Attributes\Objects\Subject Specific\Landscape\mountain\Long's Peak,Subject Specific
2032727,Authorities\Attributes\Objects\Subject Specific\Landscape\river\Rock Creek,Subject Specific
2032732,Authorities\Attributes\Objects\Subject Specific\Landscape\Mexico\Chihuahua,Subject Specific
2032733,Authorities\Attributes\Objects\Subject Specific\Landscape\Minnesota\Marshall,Subject Specific
2032734,Authorities\Attributes\Objects\Subject Specific\Travel\land\covered wagon,Subject Specific
2032735,Authorities\Attributes\Objects\Subject Specific\Landscape\New York\Essex County,Subject Specific
2032736,Authorities\Attributes\Objects\Subject Specific\Landscape\mountain\Prospect Rock,Subject Specific
2032737,Authorities\Attributes\Objects\Subject Specific\Landscape\tree\fir tree,Subject Specific
2032738,Authorities\Attributes\Objects\Subject Specific\Occupation\other\slave,Subject Specific
2032739,Authorities\Attributes\Objects\Nomenclature\Tools & Equipment\Food Service T&E\TUREEN,Nomenclature
2032743,Authorities\Attributes\Objects\Subject Specific\Portrait female\unidentified\waist length,Subject Specific
2032744,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Bratiano, Joan J.C.",Subject Specific
2032745,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Pashitch, Nikola P.",Subject Specific
2032748,Authorities\Attributes\Objects\Subject Specific\Waterscape\river\White River,Subject Specific
2032749,Authorities\Attributes\Objects\Subject Specific\Landscape\United States\Sharon,Subject Specific
2032750,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Abington, Mrs.",Subject Specific
2032751,Authorities\Attributes\Objects\Subject Specific\Ethnic\Irish,Subject Specific
2032752,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\bubble blowing,Subject Specific
2032753,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\cycling,Subject Specific
2032754,Authorities\Attributes\Objects\Subject Specific\Cityscape\time\morning,Subject Specific
2032755,Authorities\Attributes\Objects\Subject Specific\Literature\Shakespeare\Midsummer Night's Dream,Subject Specific
2032756,Authorities\Attributes\Objects\Subject Specific\Literature\character\Puck,Subject Specific
2032758,Authorities\Attributes\Objects\Subject Specific\Landscape\mountain\Appenine Mountains,Subject Specific
2032760,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Hampden, John\bust",Subject Specific
2032761,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Cushing, Frank Hamilton",Subject Specific
2032762,Authorities\Attributes\Objects\Subject Specific\Occupation\science\scientist,Subject Specific
2032766,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Gilbert, Michael\head",Subject Specific
2032767,Authorities\Attributes\Objects\Subject Specific\Architecture\domestic\nursery,Subject Specific
2032769,Authorities\Attributes\Objects\Subject Specific\Landscape\California\Stockton,Subject Specific
2032770,Authorities\Attributes\Objects\Subject Specific\Landscape\farm\Caricof,Subject Specific
2032771,Authorities\Attributes\Objects\Subject Specific\Landscape\Kentucky\Glomawr Hollow,Subject Specific
2032772,Authorities\Attributes\Objects\Subject Specific\Landscape\Kentucky\Yeadiss,Subject Specific
2032773,Authorities\Attributes\Objects\Subject Specific\Landscape\Kentucky\Leslie County,Subject Specific
2032774,Authorities\Attributes\Objects\Subject Specific\Landscape\Kentucky\Jefferson County,Subject Specific
2032775,Authorities\Attributes\Objects\Subject Specific\Landscape\Kentucky\Butler County,Subject Specific
2032776,Authorities\Attributes\Objects\Subject Specific\Landscape\Massachusetts\Cape Poge,Subject Specific
2032777,Authorities\Attributes\Objects\Subject Specific\Architecture\lighthouse\Cape Poge Lighthouse,Subject Specific
2032779,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Hoover, Herbert\bust",Subject Specific
2032781,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Mowbray, H. Siddons\bust",Subject Specific
2032782,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Stone, Harlan",Subject Specific
2032784,Authorities\Attributes\Objects\Subject Specific\Portrait male\Ab-ba-ba-pomo\elderly,Subject Specific
2032785,Authorities\Attributes\Objects\Subject Specific\Ethnic\Indian\Pomo,Subject Specific
2032787,Authorities\Attributes\Objects\Subject Specific\Portrait male\Captain John\elderly,Subject Specific
2032788,Authorities\Attributes\Objects\Subject Specific\Landscape\Arkansas\Clinton,Subject Specific
2032789,Authorities\Attributes\Objects\Subject Specific\Landscape\Arkansas\Jacksonville,Subject Specific
2032790,Authorities\Attributes\Objects\Subject Specific\Landscape\Arkansas\Traskwood,Subject Specific
2032791,Authorities\Attributes\Objects\Subject Specific\Landscape\river\Russian River,Subject Specific
2032792,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\sunbathing,Subject Specific
2032793,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Johnson, Joshua",Subject Specific
2032794,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Johnson, Joshua\bust",Subject Specific
2032795,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Johnson, Joshua\miniature",Subject Specific
2032796,Authorities\Attributes\Objects\Subject Specific\Cityscape\time\dawn,Subject Specific
2032797,Authorities\Attributes\Objects\Subject Specific\Mythology\classical\centaur,Subject Specific
2032798,Authorities\Attributes\Objects\Subject Specific\Fantasy\mermaid,Subject Specific
2032799,Authorities\Attributes\Objects\Subject Specific\Allegory\civic\patriotism,Subject Specific
2032800,Authorities\Attributes\Objects\Subject Specific\Figure\fragment\bone,Subject Specific
2032802,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Claflin, Agnes Elizabeth\child",Subject Specific
2032803,Authorities\Attributes\Objects\Subject Specific\Animal\dog\hound,Subject Specific
2032804,Authorities\Attributes\Objects\Subject Specific\Animal\portrait\Hughy,Subject Specific
2032805,Authorities\Attributes\Objects\Subject Specific\Animal\llama,Subject Specific
2032808,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Field, Benjamin Hazard",Subject Specific
2032809,Authorities\Attributes\Objects\Subject Specific\Allegory\place\Italy,Subject Specific
2032810,Authorities\Attributes\Objects\Subject Specific\Landscape\mountain\Mount Pilatus,Subject Specific
2032811,Authorities\Attributes\Objects\Subject Specific\Landscape\United States\southern states,Subject Specific
2032812,Authorities\Attributes\Objects\Subject Specific\Portrait male\Whit Whittaker,Subject Specific
2032814,Authorities\Attributes\Objects\Subject Specific\Cityscape\Ohio\Cincinnati,Subject Specific
2032816,Authorities\Attributes\Objects\Process\PHOTO-MECHANICAL REPRODUCTION\COLOR,Process
2032818,Authorities\Attributes\Objects\Subject Specific\Landscape\Philippines,Subject Specific
2032819,Authorities\Attributes\Objects\Support\PAPER\WOVE PAPER\Schoeller's Parole,Support
2032824,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Jarvis, John Wesley",Subject Specific
2032826,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Martin, Ebenezer\bust",Subject Specific
2032827,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Wetmore, Robert Charles",Subject Specific
2032828,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Wetmore, Robert Charles, Mrs.",Subject Specific
2032829,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Aikens, Jeff",Subject Specific
2032830,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\shot put,Subject Specific
2032831,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Beardsley, Craig",Subject Specific
2032832,Authorities\Attributes\Objects\Subject Specific\Landscape\Hawaii\Honolulu,Subject Specific
2032833,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Biggs, Tyrell",Subject Specific
2032835,Authorities\Attributes\Objects\Subject Specific\Landscape\Venezuela\Caracas,Subject Specific
2032836,Authorities\Attributes\Objects\Subject Specific\Ceremony\festival\Pan-American Games,Subject Specific
2032837,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\boxing,Subject Specific
2032838,Authorities\Attributes\Objects\Subject Specific\Landscape\Colorado\Colorado Springs,Subject Specific
2032839,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Breland, Mark",Subject Specific
2032840,Authorities\Attributes\Objects\Subject Specific\Ceremony\festival\North American Boxing Championships,Subject Specific
2032841,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Breland, Mark\bust",Subject Specific
2032842,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Buckingham, Jeff",Subject Specific
2032843,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\pole vaulting,Subject Specific
2032844,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Cohen, Tiffany",Subject Specific
2032845,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Daggett, Tim",Subject Specific
2032846,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\gymnastics,Subject Specific
2032849,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\weight lifting,Subject Specific
2032850,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Decker, Mary",Subject Specific
2032851,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\running,Subject Specific
2032852,Authorities\Attributes\Objects\Subject Specific\Ceremony\festival\Martin Luther King Games,Subject Specific
2032853,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\discus,Subject Specific
2032854,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\diving,Subject Specific
2032855,Authorities\Attributes\Objects\Subject Specific\Landscape\Indiana\Indianapolis,Subject Specific
2032856,Authorities\Attributes\Objects\Subject Specific\Ceremony\festival\U. S. Indoor Diving Championships,Subject Specific
