termID,PathTerm,ThesXrefType
2027784,Authorities\Attributes\Objects\Subject Specific\Landscape\farm,Subject Specific
2027785,Authorities\Attributes\Objects\Support\PAPER\Rives,Support
2027786,Authorities\Attributes\Objects\Mark Type\watermark,Mark Type
2027789,Authorities\Attributes\Objects\Nomenclature\Packages & Containers\Unclassified Container\BASKET,Nomenclature
2027790,Authorities\Attributes\Objects\Medium\PLANT MATERIAL,Medium
2027791,Authorities\Attributes\Objects\Medium\PLANT MATERIAL\GRASS,Medium
2027792,Authorities\Attributes\Objects\Medium\WOOD\ASH,Medium
2027793,Authorities\Attributes\Objects\Subject Specific\Landscape\plain,Subject Specific
2027794,Authorities\Attributes\Objects\Subject Specific\Disaster,Subject Specific
2027795,Authorities\Attributes\Objects\Subject Specific\Disaster\fire,Subject Specific
2027797,Authorities\Attributes\Objects\Subject Specific\Cityscape\Colorado\Longmont,Subject Specific
2027798,Authorities\Attributes\Objects\Subject Specific\Landscape\panorama,Subject Specific
2027800,Authorities\Attributes\Objects\Subject Specific\Cityscape\time\night,Subject Specific
2027802,Authorities\Attributes\Objects\Subject Specific\Animal\fish,Subject Specific
2027804,Authorities\Attributes\Objects\Subject Specific\Still life\vegetable,Subject Specific
2027805,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\written matter\newspaper,Subject Specific
2027806,Authorities\Attributes\Objects\Subject Specific\Figure male\elderly,Subject Specific
2027807,Authorities\Attributes\Objects\Subject Specific\Dress\accessory,Subject Specific
2027808,Authorities\Attributes\Objects\Subject Specific\Dress\accessory\umbrella,Subject Specific
2027809,Authorities\Attributes\Objects\Subject Specific\Portrait male\unidentified,Subject Specific
2027810,Authorities\Attributes\Objects\Subject Specific\Ethnic\Italian,Subject Specific
2027811,Authorities\Attributes\Objects\Process\ENGRAVING,Process
2027812,Authorities\Attributes\Objects\Subject Specific\Portrait male\Louis XVI,Subject Specific
2027813,Authorities\Attributes\Objects\Mark Type\printer or publisher's mark,Mark Type
2027814,Authorities\Attributes\Objects\Subject Specific\Portrait male\Louis XVII,Subject Specific
2027815,Authorities\Attributes\Objects\Subject Specific\Portrait male\Louis XVII\child,Subject Specific
2027816,Authorities\Attributes\Objects\Subject Specific\Portrait female,Subject Specific
2027819,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Hamilton, John Church\bust",Subject Specific
2027821,Authorities\Attributes\Objects\Support\IVORY,Support
2027822,Authorities\Attributes\Objects\Subject Specific\Portrait female\unidentified,Subject Specific
2027823,Authorities\Attributes\Objects\Subject Specific\Portrait female\unidentified\bust,Subject Specific
2027825,Authorities\Attributes\Objects\Subject Specific\Portrait male\Schuyler\bust,Subject Specific
2027829,Authorities\Attributes\Objects\Nomenclature\Personal Artifacts\Adornment\BROOCH,Nomenclature
2027830,Authorities\Attributes\Objects\Medium\METAL\SILVER,Medium
2027831,Authorities\Attributes\Objects\Subject Specific\Landscape\France,Subject Specific
2027832,Authorities\Attributes\Objects\Subject Specific\Landscape\France\Carcassonne,Subject Specific
2027835,Authorities\Attributes\Objects\Process\DRYPOINT,Process
2027836,Authorities\Attributes\Objects\Process\ETCHING\COLOR,Process
2027837,Authorities\Attributes\Objects\Subject Specific\Allegory,Subject Specific
2027838,Authorities\Attributes\Objects\Subject Specific\Allegory\time,Subject Specific
2027839,Authorities\Attributes\Objects\Subject Specific\Allegory\time\future,Subject Specific
2027840,Authorities\Attributes\Objects\Subject Specific\Dress\historic,Subject Specific
2027841,Authorities\Attributes\Objects\Subject Specific\Dress\historic\classical dress,Subject Specific
2027841,Authorities\Attributes\Objects\Subject Specific\Dress\historic\classical dress,Tools and Equipment
2027842,Authorities\Attributes\Objects\Subject Specific\Allegory\time\past,Subject Specific
2027843,Authorities\Attributes\Objects\Subject Specific\Figure group\female and child,Subject Specific
2027845,Authorities\Attributes\Objects\Subject Specific\State of being\other\orphan,Subject Specific
2027846,Authorities\Attributes\Objects\Support\FABRIC\SILK,Support
2027848,Authorities\Attributes\Objects\Nomenclature\Art Objects\Original Art,Nomenclature
2027849,Authorities\Attributes\Objects\Nomenclature\Art Objects\Original Art\TAPESTRY,Nomenclature
2027850,Authorities\Attributes\Objects\Medium\FABRIC,Medium
2027851,Authorities\Attributes\Objects\Process\OFFSET LITHOGRAPH,Process
2027852,Authorities\Attributes\Objects\Process\OFFSET LITHOGRAPH\COLOR,Process
2027853,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\series\Never Before Portfolio,Subject Specific
2027854,Authorities\Attributes\Objects\Process\EMBOSSING,Process
2027855,Authorities\Attributes\Objects\Support\PAPER\Arches Watercolor,Support
2027856,Authorities\Attributes\Objects\Support\FIBERBOARD\Masonite,Support
2027857,Authorities\Attributes\Objects\Process\SCREENPRINT,Process
2027858,Authorities\Attributes\Objects\Subject Specific\Figure female\nude,Subject Specific
2027860,Authorities\Attributes\Objects\Subject Specific\Allegory\passion\joy,Subject Specific
2027861,Authorities\Attributes\Objects\Subject Specific\State of being\emotion\happiness,Subject Specific
2027862,Authorities\Attributes\Objects\Subject Specific\Landscape\Minnesota,Subject Specific
2027863,Authorities\Attributes\Objects\Subject Specific\Architecture\industry\mine,Subject Specific
2027864,Authorities\Attributes\Objects\Subject Specific\Occupation\industry\mining,Subject Specific
2027865,Authorities\Attributes\Objects\Subject Specific\Landscape\Rhode Island,Subject Specific
2027866,Authorities\Attributes\Objects\Subject Specific\Landscape\Rhode Island\Providence,Subject Specific
2027867,Authorities\Attributes\Objects\Subject Specific\Architecture\domestic\cottage,Subject Specific
2027868,Authorities\Attributes\Objects\Subject Specific\Architecture\domestic\Williams,Subject Specific
2027869,Authorities\Attributes\Objects\Subject Specific\Figure female\elderly\knee length,Subject Specific
2027870,Authorities\Attributes\Objects\Subject Specific\Architecture\domestic\kitchen,Subject Specific
2027871,Authorities\Attributes\Objects\Subject Specific\Occupation\domestic\cooking,Subject Specific
2027872,Authorities\Attributes\Objects\Subject Specific\Still life\vegetable\radish,Subject Specific
2027874,"Authorities\Attributes\Objects\Subject Specific\Portrait male\Albright, Ivan\self-portrait",Subject Specific
2027875,Authorities\Attributes\Objects\Support\PAPER\Arches Vellum,Support
2027876,Authorities\Attributes\Objects\Subject Specific\Landscape\road\Orchard Lane,Subject Specific
2027877,Authorities\Attributes\Objects\Subject Specific\Landscape\orchard,Subject Specific
2027878,Authorities\Attributes\Objects\Subject Specific\Allegory\time\June,Subject Specific
2027879,Authorities\Attributes\Objects\Subject Specific\Landscape\New Hampshire,Subject Specific
2027880,Authorities\Attributes\Objects\Subject Specific\Landscape\New Hampshire\Cornish,Subject Specific
2027881,Authorities\Attributes\Objects\Subject Specific\Animal\sheep,Subject Specific
2027882,Authorities\Attributes\Objects\Subject Specific\Architecture\detail\fence,Subject Specific
2027883,Authorities\Attributes\Objects\Subject Specific\Figure\fragment\skull,Subject Specific
2027884,Authorities\Attributes\Objects\Subject Specific\Occupation\domestic\sewing,Subject Specific
2027885,Authorities\Attributes\Objects\Subject Specific\Landscape\Nebraska,Subject Specific
2027886,Authorities\Attributes\Objects\Subject Specific\Landscape\Nebraska\Palmyra,Subject Specific
2027887,Authorities\Attributes\Objects\Subject Specific\Architecture\industry\grain elevator,Subject Specific
2027888,Authorities\Attributes\Objects\Subject Specific\Figure(s) in exterior\farm,Subject Specific
2027889,Authorities\Attributes\Objects\Support\PAPERBOARD\Strathmore,Support
2027890,Authorities\Attributes\Objects\Subject Specific\Landscape\Nebraska\Lincoln,Subject Specific
2027891,Authorities\Attributes\Objects\Subject Specific\Landscape\park\Pioneers Park,Subject Specific
2027892,Authorities\Attributes\Objects\Subject Specific\Still life\other\sign,Subject Specific
2027893,Authorities\Attributes\Objects\Subject Specific\Recreation\picnic,Subject Specific
2027894,Authorities\Attributes\Objects\Subject Specific\Architecture\commercial\grocery,Subject Specific
2027895,Authorities\Attributes\Objects\Medium\STONE,Medium
2027896,Authorities\Attributes\Objects\Medium\STONE\GRANITE,Medium
2027897,Authorities\Attributes\Objects\Subject Specific\Figure\head,Subject Specific
2027898,Authorities\Attributes\Objects\Subject Specific\Architecture\industry\construction,Subject Specific
2027899,Authorities\Attributes\Objects\Subject Specific\Landscape\water,Subject Specific
2027900,Authorities\Attributes\Objects\Subject Specific\Animal\bear,Subject Specific
2027901,Authorities\Attributes\Objects\Subject Specific\Figure group\family,Subject Specific
2027902,Authorities\Attributes\Objects\Subject Specific\Disaster\drought,Subject Specific
2027903,Authorities\Attributes\Objects\Subject Specific\Religion,Subject Specific
2027905,Authorities\Attributes\Objects\Subject Specific\Cityscape\time\evening,Subject Specific
2027906,Authorities\Attributes\Objects\Subject Specific\Study,Subject Specific
2027907,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play,Subject Specific
2027908,Authorities\Attributes\Objects\Subject Specific\Recreation\sport and play\hunting,Subject Specific
2027909,Authorities\Attributes\Objects\Mark Type\no visible signature,Mark Type
2027910,Authorities\Attributes\Objects\Medium\PAPER,Medium
2027911,Authorities\Attributes\Objects\Medium\PAPERBOARD,Medium
2027912,Authorities\Attributes\Objects\Medium\PENCIL\GRAPHITE,Medium
2027913,Authorities\Attributes\Objects\Subject Specific\Waterscape\harbor,Subject Specific
2027915,Authorities\Attributes\Objects\Subject Specific\Cityscape\Chile\Puerto Monti,Subject Specific
2027918,Authorities\Attributes\Objects\Subject Specific\Figure(s) in interior\castle,Subject Specific
2027919,Authorities\Attributes\Objects\Subject Specific\State of being\emotion\sorrow,Subject Specific
2027921,Authorities\Attributes\Objects\Subject Specific\History\Europe,Subject Specific
2027923,Authorities\Attributes\Objects\Subject Specific\Occupation\other\aristocrat,Subject Specific
2027924,Authorities\Attributes\Objects\Medium\METAL\ALUMINUM,Medium
2027925,Authorities\Attributes\Objects\Medium\FABRIC\CANVAS,Medium
2027926,Authorities\Attributes\Objects\Subject Specific\Animal\walrus,Subject Specific
2027927,Authorities\Attributes\Objects\Subject Specific\Fantasy,Subject Specific
2027928,Authorities\Attributes\Objects\Subject Specific\Fantasy\animal,Subject Specific
2027929,Authorities\Attributes\Objects\Subject Specific\Still life\foliage,Subject Specific
2027932,"Authorities\Attributes\Objects\Subject Specific\Portrait female\Van Santvoort, Abraham, Mrs.",Subject Specific
2027933,Authorities\Attributes\Objects\Medium\METAL\WIRE,Medium
2027934,Authorities\Attributes\Objects\Subject Specific\Ethnic\African-American,Subject Specific
2027935,Authorities\Attributes\Objects\Support\PAPER\Arches,Support
2027936,Authorities\Attributes\Objects\Subject Specific\Animal\goat,Subject Specific
2027937,Authorities\Attributes\Objects\Subject Specific\Figure group\family\mother and child,Subject Specific
2027938,Authorities\Attributes\Objects\Subject Specific\Figure group\nude,Subject Specific
2027939,Authorities\Attributes\Objects\Subject Specific\Still life\musical instrument,Subject Specific
2027940,Authorities\Attributes\Objects\Subject Specific\Still life\musical instrument\piano,Subject Specific
2027941,Authorities\Attributes\Objects\Subject Specific\State of being\emotion\anger,Subject Specific
2027942,Authorities\Attributes\Objects\Subject Specific\Travel\air,Subject Specific
2027944,Authorities\Attributes\Objects\Subject Specific\Allegory\passion\wrath,Subject Specific
2027945,Authorities\Attributes\Objects\Subject Specific\Occupation\industry\fishing,Subject Specific
2027946,Authorities\Attributes\Objects\Support\PAPER\WOVE PAPER\BFK Rives,Support
2027947,Authorities\Attributes\Objects\Subject Specific\Performing arts\music,Subject Specific
2027948,Authorities\Attributes\Objects\Subject Specific\Performing arts\music\orchestra,Subject Specific
2027949,Authorities\Attributes\Objects\Subject Specific\Allegory\life,Subject Specific
2027950,Authorities\Attributes\Objects\Subject Specific\Allegory\life\birth,Subject Specific
2027951,Authorities\Attributes\Objects\Subject Specific\Still life\foodstuff\egg,Subject Specific
2027952,Authorities\Attributes\Objects\Subject Specific\Figure\fragment\arm,Subject Specific
2027953,Authorities\Attributes\Objects\Subject Specific\Figure female\child,Subject Specific
2027954,Authorities\Attributes\Objects\Subject Specific\Animal\dog,Subject Specific
2027955,Authorities\Attributes\Objects\Medium\PLASTIC,Medium
2027956,Authorities\Attributes\Objects\Subject Specific\Occupation\domestic\gardening,Subject Specific
2027957,Authorities\Attributes\Objects\Subject Specific\Recreation\leisure\smoking,Subject Specific
2027960,Authorities\Attributes\Objects\Subject Specific\Figure(s) in exterior\commercial,Subject Specific
2027961,Authorities\Attributes\Objects\Subject Specific\Architecture\vehicle\cart,Subject Specific
2027962,Authorities\Attributes\Objects\Subject Specific\Occupation\medicine,Subject Specific
2027963,Authorities\Attributes\Objects\Subject Specific\Occupation\medicine\nurse,Subject Specific
2027964,Authorities\Attributes\Objects\Subject Specific\Miscellaneous\emblem,Subject Specific
2027965,Authorities\Attributes\Objects\Subject Specific\Dress\uniform,Subject Specific
2027966,Authorities\Attributes\Objects\Subject Specific\Dress\uniform\nurse's uniform,Subject Specific
2027967,Authorities\Attributes\Objects\Subject Specific\Landscape\island,Subject Specific
